pair_id,overall,title_cos,title_ne,key,text_cos,text_ne,title_key
1484033248_1484265431,4,0.33731380105018616,,0.0,0.02235813761180428,0.2,0.0
1484455044_1483944422,4,0.6172611713409424,,-1.0,0.2945523102692112,0.3,0.5
1484039737_1485714745,4,0.30476003885269165,,-1.0,0.008158706174462954,0.5,0.0
1484011141_1484931264,3,0.22992266714572904,,0.0,0.31271908493442674,0.2,0.0
1484012251_1483995404,4,0.3768925666809082,,0.0,0.01443785547576841,0.0,0.0
1484010577_1484258986,4,0.40509963035583496,,-1.0,0.04457489749983391,0.0,0.0
1483806109_1484307854,4,0.19735492765903476,,0.0,0.026290553239222948,0.0,0.0
1484763364_1484396470,1,0.7981690168380737,,0.0,0.0,0.0,0.0
1484008387_1484164543,1,0.7329385280609131,,0.0,0.496884273650027,0.42857142857142855,0.0
1484188859_1483828027,4,0.2528297305107117,,0.25,0.018290218655549664,0.2857142857142857,0.0
1484009419_1484201245,3,0.4976637959480286,,-1.0,0.4032627646459601,0.0,0.0
1484701886_1483995327,1,0.4661646485328674,,0.6666666666666666,0.4911534821041509,0.4375,0.0
1484010878_1484010762,4,0.40193647146224976,,-1.0,0.02853656463741769,0.0,0.0
1484401425_1484325303,2,0.5180733203887941,,-1.0,0.3393849290881584,0.375,0.0
1484012307_1483858039,2,0.5473234653472899,,0.0,0.38479299444266063,0.6363636363636364,0.0
1484759177_1483971785,4,0.2753303647041321,,0.0,0.03628489659710795,0.0,0.0
1484037350_1484183400,1,0.6515873670578003,,0.0,0.5369604285141993,0.5454545454545454,0.0
1484037526_1484138375,1,0.4613622426986694,,-1.0,0.545682251953029,0.4761904761904762,0.0
1577285824_1543216221,3,0.5651426315307617,,-1.0,0.0,0.0,0.0
1484188814_1484188819,3,0.699144721031189,,1.0,0.4369381071629575,0.4666666666666667,1.0
1484189099_1484230590,3,0.3762142062187195,,0.0,0.1221932829093317,0.5,0.0
1484190749_1484026894,4,0.21349036693573,,0.0,0.0811516265391405,0.0,0.0
1484010434_1484050658,2,0.5980730056762695,,0.6666666666666666,0.6369111215637959,0.4375,0.5
1484037285_1484231118,4,0.31990501284599304,,0.0,0.04431790712576125,0.0,0.0
1507500205_1483823477,2,0.4022238552570343,,-1.0,0.2915010415888149,0.3333333333333333,0.0
1484759945_1484273586,1,0.7669160962104797,,-1.0,0.3668433688437983,0.5,0.0
1484396961_1484113101,4,0.07339227199554442,,0.0,0.023452470530793745,0.0,0.0
1484034739_1483971502,2,0.6122267842292786,,0.0,0.34794838339712136,0.5217391304347826,0.5
1483806234_1484051122,2,0.6496077179908752,,0.42857142857142855,0.2796384483788631,0.3636363636363637,0.0
1484395033_1483776272,4,0.3259104788303375,,0.0,0.17294779990946815,0.09090909090909093,0.0
1484399055_1484221739,1,0.38268008828163147,,0.0,0.4323648421275442,0.5263157894736842,1.0
1484010782_1484238046,4,0.2601112723350525,,0.0,0.011388064188157885,0.0,0.0
1484191118_1484925367,4,0.30028867721557617,,-1.0,0.02935922738188838,0.2857142857142857,0.0
1484759960_1483798636,4,0.33106493949890137,,0.0,0.0935797901863028,0.14285714285714285,0.0
1507536783_1484348111,4,0.26908794045448303,,-1.0,0.11903607095345503,0.1851851851851852,0.0
1484395970_1484153333,4,0.15624913573265076,,0.0,0.039243447715752035,0.1,0.0
1484010809_1484223087,3,0.6673256158828735,,0.0,0.2829415849725496,0.15789473684210525,0.0
1484188243_1483769841,2,0.6549417972564697,,0.0,0.2268041213991692,0.2727272727272727,0.0
1484036056_1484018268,4,0.2620883584022522,,0.0,0.08112857530939467,0.0,0.0
1484699181_1483919695,2,0.4602720737457275,,0.0,0.661243190253123,0.3076923076923077,1.0
1484188422_1484187925,3,0.5786725878715515,,1.0,0.3740961077384571,0.2380952380952381,0.0
1484033131_1484067215,3,0.3589242100715637,,-1.0,0.06659185603213319,0.07142857142857142,0.0
1484190337_1484139177,1,0.7479703426361084,,-1.0,0.5087240687747495,0.36,0.6666666666666666
1498601317_1483894995,4,0.6430627703666687,,-1.0,0.0,0.0,0.0
1484451939_1483782560,2,0.6362625956535339,,-1.0,0.4824463285220339,0.3333333333333333,0.0
1484109922_1484070585,4,0.4481809735298157,,0.0,0.13596742966825925,0.5,0.0
1484011108_1483942482,2,0.6063188314437866,,-1.0,0.41214855943150736,0.5454545454545454,0.0
1484188579_1483915172,1,0.8525116443634033,,0.0,0.5608433086102599,0.5,0.6666666666666666
1484010981_1483980655,2,0.5884250402450562,,-1.0,0.3144802240029114,0.2692307692307692,0.0
1484036411_1484054675,1,0.5557820796966553,,-1.0,0.6858989404017383,0.6,0.0
1484034507_1483929758,3,0.6654001474380493,,0.0,0.36599379390099335,0.2307692307692308,0.0
1484008954_1484258247,4,0.3163328766822815,,-1.0,0.18130590293303156,0.2,0.0
1483805310_1483968177,4,0.2784451246261597,,-1.0,0.02638824893398122,0.0,0.0
1484201854_1484199265,1,0.7663693428039551,,0.6,0.388677426895958,0.6153846153846154,0.0
1484188524_1484648268,4,0.2317367643117905,,0.0,0.02251007469022576,0.0,0.0
1484182697_1483892444,3,0.5675757527351379,,0.0,0.2678821318771704,0.0,0.0
1484012380_1484134546,3,0.605057954788208,,0.0,0.15360647144598782,0.25,0.0
1484452805_1484452810,3,0.4787411689758301,,1.0,0.2521534535446637,0.3333333333333333,0.0
1484164333_1484109924,4,0.4880699515342712,,0.0,0.0649381145980945,0.3636363636363637,0.0
1484455033_1483944796,4,0.5512665510177612,,0.0,0.016967585342162125,0.0,0.0
1484039502_1483854727,4,0.5001075267791748,,-1.0,0.054276826120491416,0.0,0.0
1517420924_1484120724,4,0.3069131672382355,,-1.0,0.05851396906439527,0.2608695652173913,0.0
1484459085_1483934248,1,0.5149872899055481,,-1.0,0.4603433286117033,0.4393939393939394,0.0
1484037964_1486947742,3,0.5913461446762085,,-1.0,0.18351907204242396,0.25,0.0
1484037802_1483863439,2,0.5481846332550049,,-1.0,0.283191003054488,0.3333333333333333,0.0
1484395660_1484161861,3,0.6242377161979675,,-1.0,0.057469869388522075,0.0,0.0
1484009190_1484322080,1,0.7890007495880127,,-1.0,0.0,0.0,0.0
1484009190_1484322080,1,0.7890007495880127,,-1.0,0.0,0.0,0.0
1483805539_1484079569,3,0.329012393951416,,-1.0,0.029630189388489374,0.25,0.0
1484401798_1484061495,4,0.12371038645505905,,0.0,0.02877358015769252,0.0,0.0
1484399996_1484029325,2,0.6455576419830322,,0.0,0.0940834290978149,0.14285714285714285,0.0
1484760781_1483992981,2,0.7108995914459229,,0.16666666666666666,0.23002830149666104,0.0,0.0
1484033151_1484090252,4,0.28357994556427,,-1.0,0.05626163917246391,0.09090909090909093,0.0
1484038236_1483956394,1,0.923736810684204,,-1.0,0.4971410366700198,0.5238095238095238,1.0
1484188934_1484107894,3,0.8183910846710205,,-1.0,0.1367338195449796,0.375,0.0
1484188473_1484233982,1,0.5458686351776123,,0.0,0.13302924926534565,0.2222222222222222,0.0
1484010585_1483901012,4,0.4286478161811829,,-1.0,0.04119841060461732,0.0,0.0
1484188438_1484307177,4,0.2443104535341263,,-1.0,0.03864619766460984,0.2857142857142857,0.0
1484703275_1483906669,4,0.3960910141468048,,-1.0,0.0664144058263095,0.15384615384615385,0.0
1483805145_1483858981,3,0.5015330910682678,,0.0,0.055341763473916866,0.125,0.0
1484037485_1484054566,4,0.1822507530450821,,0.0,0.02699543282144641,0.0,0.0
1484395547_1484362668,3,0.46628737449646,,-1.0,0.16626345639172635,0.12307692307692307,0.0
1484013283_1483919218,3,0.4836441278457642,,0.0,0.1079490530507512,0.1176470588235294,0.0
1484188406_1484268924,4,0.42328232526779175,,0.0,0.044215457110737766,0.030303030303030307,0.0
1484188852_1483860208,4,0.4682364761829376,,-1.0,0.019971257520856697,0.16666666666666666,0.0
1484189121_1484144511,2,0.6076725721359253,,-1.0,0.12126416288012487,0.5,0.0
1484189177_1484282556,1,0.9392735958099364,,0.0,0.5263826824070007,0.5384615384615384,0.0
1484034837_1484332368,4,0.11545291543006896,,0.0,0.01653707283117053,0.0,0.0
1484395559_1484287028,2,0.7940330505371094,,0.15,0.040318734682541935,0.0,0.0
1483923227_1484151049,2,0.3449035286903381,,0.0,0.15209695103044849,0.4545454545454545,0.0
1484034100_1484435197,3,0.6546602249145508,,-1.0,0.05757710798090222,0.0,0.0
1484010801_1484032184,4,0.37197592854499817,,0.0,0.01664948230974479,0.0,0.0
1483801573_1483801577,4,0.4861548840999603,,0.16666666666666666,0.19327032311060116,0.2380952380952381,0.0
1484013839_1485005609,3,0.3516491651535034,,0.0,0.08991267956525263,0.0,0.0
1483805535_1484264492,1,0.854340672492981,,-1.0,0.7099892877392548,1.0,0.25
1538841592_1484040205,1,0.8666496276855469,,0.0,0.5111652820106375,0.5217391304347826,0.5
1484396170_1484182933,4,0.45029154419898987,,0.0,0.025999205451679296,0.0,0.0
1484008680_1484210554,1,0.7425957322120667,,0.0,0.5521519644997366,0.3157894736842105,1.0
1484188759_1484180057,4,0.5403591990470886,,-1.0,0.04865523788267364,0.0,0.0
1484182172_1485131357,3,0.8148343563079834,,-1.0,0.16921858019651595,0.4,0.0
1484007630_1484111067,4,0.5930765867233276,,0.0,0.03315368376643152,0.0,0.0
1484035406_1484036622,4,0.7219002246856691,,-1.0,0.01889344748139205,0.045454545454545456,0.0
1484009481_1484260950,4,0.3259839117527008,,-1.0,0.08190519894132027,0.1111111111111111,0.0
1484189104_1484144539,3,0.8108286857604979,,0.0,0.23527649714390425,0.5555555555555556,0.6666666666666666
1484038723_1484148895,3,0.5159883499145508,,-1.0,0.06564052236706444,0.0,0.0
1484105219_1483777619,3,0.5037422180175781,,0.0,0.16387981199824544,0.0,0.0
1484188562_1483916282,2,0.8784724473953247,,0.0,0.4089390633394165,0.35,0.0
1484011271_1484049571,4,0.4663937091827393,,0.0,0.021196668616993045,0.0,0.0
1484188214_1484146741,2,0.5565782785415649,,0.0,0.4748851856579955,0.53125,0.0
1484187902_1483855451,3,0.3908955454826355,,0.07692307692307693,0.11657742163326425,0.3448275862068966,0.0
1484188515_1485021532,1,0.41033804416656494,,-1.0,0.37507876602578777,0.5,0.0
1484399507_1484337946,2,0.7774701118469238,,-1.0,0.5287432015481008,0.4,0.0
1484457633_1484300444,4,0.1403566747903824,,0.0,0.019049152110436684,0.0,0.0
1483806468_1484207629,4,0.2494320422410965,,-1.0,0.03846914139545852,0.29411764705882354,0.0
1483804040_1483794245,3,0.0235610269010067,,-1.0,0.1701014148659583,0.3333333333333333,0.0
1484188957_1484235264,4,0.2886828184127808,,0.0,0.011325239023262296,0.0,0.0
1484034301_1483852272,1,0.863768458366394,,0.0,0.5805878524564999,0.5,1.0
1483805718_1484102108,4,0.4872387051582336,,0.0,0.025325468852070016,0.0,0.0
1484401435_1484195803,4,0.28871554136276245,,0.0,0.03734760634556585,0.2,0.0
1484110512_1484110557,4,0.2835577726364136,,-1.0,0.028998327134824826,0.16666666666666666,0.0
1484191154_1483788550,4,0.055263761430978775,,-1.0,0.0005958187647002499,0.0,0.0
1484011945_1484141974,3,0.34980034828186035,,0.0,0.4331736439666263,0.2857142857142857,0.0
1484011341_1484425668,2,0.2925131916999817,,-1.0,0.2132266615091241,0.4545454545454545,0.0
1483803355_1484378389,2,0.5573306083679199,,0.12,0.3031415785611101,0.3333333333333333,0.0
1484004794_1484269165,2,0.7608575820922852,,0.0,0.4457895737404415,0.3548387096774194,0.0
1484188553_1483748785,2,0.7559487819671631,,1.0,0.2653327910845074,0.04444444444444445,0.0
1483804203_1484385676,4,0.5159136056900024,,0.0,0.34581132330613,0.2258064516129032,1.0
1484012121_1484268675,3,0.2648054659366608,,0.0,0.24908804036250956,0.3076923076923077,0.0
1484038289_1484223088,1,0.7425928711891174,,0.0,0.3342730339297411,0.2,0.0
1484188816_1485144687,3,0.31620097160339355,,-1.0,0.019327417264541704,0.0,0.0
1484011981_1484107425,4,0.32407552003860474,,-1.0,0.026745661771327887,0.14285714285714285,0.0
1484450551_1484315516,4,0.249228909611702,,-1.0,0.0,0.0,0.0
1484035232_1483850196,4,0.44471538066864014,,-1.0,0.07794259069475322,0.2,0.0
1484188363_1484100317,4,0.4633270502090454,,1.0,0.4367139324150926,0.6,1.0
1484013343_1484101987,4,0.3861041963100433,,-1.0,0.034101887075845966,0.0,0.0
1484008163_1483808414,4,0.4248688519001007,,0.0,0.1427706365316042,0.25,0.0
1484036799_1484097079,4,0.2916625440120697,,0.0,0.058174030986374185,0.0,0.0
1483805174_1483805823,1,0.600720226764679,,-1.0,0.4300728501776268,0.6666666666666666,1.0
1484188803_1483977341,4,0.21599996089935306,,0.0,0.0,0.0,0.0
1484040117_1484432868,1,0.5824394226074219,,-1.0,0.5823799079538027,0.5,0.0
1484452380_1483747717,2,0.6030796766281128,,-1.0,0.4409697545443356,0.7142857142857143,1.0
1484034936_1517519227,4,0.4747669100761414,,0.0,0.0830866262658992,0.2631578947368421,0.0
1484012660_1483829528,4,0.2779315114021301,,-1.0,0.0,0.0,0.0
1484189114_1486773359,4,0.3780601918697357,,-1.0,0.029109709354714495,0.0,0.0
1484009267_1483810284,4,0.18670393526554108,,0.0,0.01249318163990337,0.0,0.0
1484035251_1484078884,3,0.37190365791320795,,0.0,0.008113360889857391,0.25,0.0
1484760224_1484192517,4,0.19773906469345093,,0.0,0.05149444167086577,0.0,0.0
1484038308_1484181227,3,0.7251346111297607,,0.0,0.0057140085622196714,0.0,0.0
1484191491_1484271557,4,0.18932516872882846,,0.1,0.07711562940118621,0.125,0.0
1484037571_1484075685,2,0.8283839225769043,,0.0,0.4926737664299681,0.3157894736842105,0.0
1483806152_1483934522,4,0.05795038864016532,,-1.0,0.03053684832500065,0.3333333333333333,0.0
1484184080_1484258269,1,0.8888275623321533,,-1.0,0.5887232092426158,0.6153846153846154,1.0
1484008327_1484648268,4,0.23692411184310916,,0.0,0.011086794203252228,0.0,0.0
1484452449_1483829079,2,0.5307479500770569,,-1.0,0.033918422205619005,0.0,0.0
1484037348_1484256518,4,0.430490642786026,,-1.0,0.026252183554102332,0.0,0.0
1484039471_1484315288,3,0.4841536283493042,,0.0,0.075384788100478,0.0,0.0
1484033307_1484189044,3,0.3994458317756653,,-1.0,0.08368235777540581,0.125,0.0
1484013057_1484031995,1,0.8946858644485474,,0.0,0.584375612113932,0.5,0.0
1484189171_1484189002,3,0.7683967351913452,,-1.0,0.32076599368460856,0.2727272727272727,0.5
1484399534_1484274981,4,0.3891900181770325,,-1.0,0.0492775377814464,0.0,0.0
1484815695_1484422393,4,0.4132412075996399,,-1.0,0.03774850349135002,0.16666666666666666,0.0
1484188428_1483837920,4,0.3705905079841614,,0.0,0.11356257876777374,0.2857142857142857,0.0
1484698279_1484161230,3,0.6540154218673706,,-1.0,0.27155598057140745,0.3043478260869565,0.0
1484188901_1484579562,4,0.08089287579059601,,0.0,0.026122023640530883,0.2,0.0
1484012425_1484129449,3,0.1179865151643753,,-1.0,0.08394023109950942,0.0,0.0
1484013292_1484326372,4,0.5648179650306702,,0.0,0.015858370292200642,0.0,0.0
1484008621_1483845643,1,0.4853866994380951,,0.6,0.31844589753504143,0.6666666666666666,0.0
1484188300_1483950079,2,0.4972341060638428,,0.25,0.2558709385347475,0.3333333333333333,0.0
1484453990_1483906597,3,0.3154979348182678,,-1.0,0.06193888878056088,0.125,0.0
1484394653_1484291013,1,0.8294075727462769,,0.0,0.4958967686383372,0.45,1.0
1483803002_1483744049,4,0.28200000524520874,,0.0,0.0,0.0,0.0
1484036082_1484254284,4,0.7125471234321594,,0.0,0.17153055876857856,0.5,0.0
1484036082_1484254284,4,0.7125471234321594,,0.0,0.17153055876857856,0.5,0.0
1483803475_1484325616,3,0.3629600703716278,,-1.0,0.12011248193777972,0.25,0.0
1484008950_1484016025,3,0.6312039494514465,,0.3333333333333333,0.3181692485798685,0.29411764705882354,0.0
1483803630_1484010218,4,0.3922204971313477,,-1.0,0.0,0.0,0.0
1484037269_1484205005,4,0.3669618368148804,,-1.0,0.19725734864640448,0.42105263157894735,0.0
1484035175_1483836201,3,0.602266788482666,,-1.0,0.027802463579796863,0.0,0.0
1484014182_1484440916,3,0.5377472639083862,,0.0,0.2245445177970736,0.2631578947368421,0.0
1484007548_1484302968,4,0.368419349193573,,-1.0,0.03270091414337314,0.06666666666666668,0.0
1484010517_1483911539,3,0.5896190404891968,,-1.0,0.5670118649587295,0.13636363636363635,1.0
1484703281_1484212504,3,0.5352845191955566,,-1.0,0.1408077519296259,0.2058823529411765,0.0
1484033432_1484109196,4,0.37549644708633423,,0.0,0.0,0.0,0.0
1484010929_1484423871,3,0.5343480110168457,,-1.0,0.028421468949838737,0.0,0.0
1484396470_1484271515,1,0.8842484354972839,,0.0,0.0,0.0,0.0
1484010070_1484011253,3,0.2882415652275085,,-1.0,0.1023099103359512,0.5,0.0
1484183164_1483932705,4,0.11879482865333554,,0.0,0.0,0.0,0.0
1485854478_1483744184,4,0.17615213990211487,,-1.0,0.056932660583756574,0.2,0.0
1484189299_1484176644,4,0.3035057485103607,,0.0,0.03168956177034458,0.0,0.0
1484013354_1484168189,4,0.5924497246742249,,0.0,0.02368104844081446,0.07142857142857142,0.0
1484189879_1484162280,2,0.667705774307251,,0.3,0.10543941263759513,0.25,0.0
1483806261_1483911064,2,0.639370322227478,,0.0,0.2544135378760135,0.3,0.0
1484188347_1484270228,4,0.1882699429988861,,0.0,0.052539779047648005,0.0,0.0
1484039581_1484056975,4,0.15109971165657046,,-1.0,0.019410169192986344,0.0,0.0
1484188650_1483942036,3,0.5646474361419678,,0.0,0.2464943224173439,0.55,0.0
1484038920_1483897580,4,0.568472146987915,,0.0,0.10146593424911342,0.0,0.0
1484188484_1484469914,2,0.680982768535614,,-1.0,0.21636164353795195,0.3333333333333333,0.0
1484188291_1484074093,4,0.5458848476409912,,0.0,0.030682544319407125,0.0,0.0
1484010581_1484085826,3,0.3160043954849243,,-1.0,0.26316044283280066,0.375,0.0
1484011373_1484389832,4,0.34876883029937744,,-1.0,0.006512692488972347,0.0,0.0
1484038753_1484148859,1,0.7558503150939941,,0.0,0.6718088967773501,0.8571428571428571,1.0
1484039112_1484183344,4,0.4332111477851868,,-1.0,0.007005934509980502,0.0,0.0
1484011054_1484269165,2,0.7608575820922852,,0.0,0.44574045223506303,0.3548387096774194,0.0
1484189451_1483852773,4,0.3475908041000366,,0.0,0.01242454275354653,0.0,0.0
1484189234_1484166253,3,0.451031744480133,,-1.0,0.019131491632260373,0.4,0.0
1484013280_1484648268,4,0.40117400884628296,,0.0,0.03658696865370744,0.0,0.0
1484007533_1484013579,4,0.2620883584022522,,0.0,0.08112857530939467,0.0,0.0
1483806116_1483855112,1,0.6965065002441406,,0.0,0.4234012684522154,0.375,0.0
1483803393_1484343341,3,0.6744915246963501,,0.2380952380952381,0.25323276817203233,0.4,0.0
1484189270_1484160322,4,0.4767637550830841,,-1.0,0.12336044717467888,0.2608695652173913,0.0
1484013281_1483979846,3,0.5278403759002686,,-1.0,0.06131804999811166,0.1111111111111111,0.0
1484189905_1484242864,4,0.3621013760566712,,-1.0,0.026815819697711987,0.0,0.0
1484011931_1484140021,1,0.6304278373718262,,-1.0,0.510937295620968,0.7272727272727273,0.0
1484037923_1483818242,4,0.3618239164352417,,0.25,0.2827476371289679,0.625,0.0
1484033417_1484361053,2,0.6558228135108948,,-1.0,0.6855695786865109,0.6666666666666666,0.0
1484188344_1484211780,1,0.7166787385940552,,0.5,0.2323243849579937,0.4444444444444444,0.0
1484038924_1484145081,4,0.2232135832309723,,0.0,0.07865853820878793,0.029411764705882356,0.0
1484188810_1484421764,4,0.6377412676811218,,0.0,0.053742717790514,0.3333333333333333,0.0
1484035908_1484076956,3,0.5945773720741272,,-1.0,0.0701825187882326,0.0,0.0
1484188879_1483818989,3,0.3748026788234711,,0.0,0.31749616753956555,0.2352941176470588,0.0
1484399924_1483791910,4,0.3584101498126984,,0.0,0.03691181887927466,0.0,0.0
1484189261_1487142722,3,0.4384854137897492,,0.125,0.2544017618955099,0.2857142857142857,0.0
1484188537_1484177127,1,0.5249578952789307,,-1.0,0.7278382130217933,0.6666666666666666,0.0
1483806144_1484014210,3,0.6618276834487915,,0.2272727272727273,0.2120144095149792,0.2222222222222222,0.0
1484012646_1484279332,1,0.7292169332504272,,0.3333333333333333,0.831660256158164,0.6666666666666666,0.0
1484188779_1483740594,1,0.6356099843978882,,0.0,0.5669113603222781,0.125,0.0
1484038302_1483809356,1,0.8353716135025024,,0.18181818181818185,0.3423091345422675,0.5,0.5
1484188153_1484011378,4,0.2391672134399414,,0.0,0.028112860643688543,0.0,0.0
1484012582_1483989589,4,0.2094978243112564,,-1.0,0.046421100160684056,0.0,0.0
1484189100_1484097240,2,0.6482595205307007,,0.16666666666666666,0.43401989939109703,0.7,0.0
1484188801_1484188389,2,0.32688719034194946,,-1.0,0.0,0.0,0.0
1484039840_1484003157,4,0.3262728750705719,,-1.0,0.031666318072595415,0.0,0.0
1484400069_1483953595,4,0.44596678018569946,,0.0,0.06690732410939426,0.05882352941176471,0.0
1484189445_1484002621,1,0.8251083493232727,,-1.0,0.21987804801805405,0.25,1.0
1484036024_1483852510,2,0.6818845272064209,,0.0,0.22999940363215696,0.3636363636363637,0.0
1484036024_1483852510,2,0.6818845272064209,,0.0,0.22999940363215696,0.3636363636363637,0.0
1483802881_1483770738,4,0.2875416576862335,,0.0,0.013310393419884109,0.0,0.0
1484007767_1484328949,4,0.2281424552202225,,0.0,0.03227111157763924,0.1111111111111111,0.0
1484456010_1485178599,1,0.3961093127727509,,0.16666666666666666,0.5263722632426237,0.4444444444444444,1.0
1483803373_1483842765,4,0.3455469012260437,,0.0,0.08394885071829389,0.3333333333333333,0.0
1484397224_1484072830,4,0.16380873322486875,,0.0,0.0,0.0,0.0
1484335283_1484543663,2,0.5461049079895021,,0.16666666666666666,0.6899638448847635,0.4545454545454545,0.5
1484182179_1484211715,4,0.03409543633460998,,-1.0,0.01923061657011957,0.0,0.0
1484010427_1484315270,2,0.6833187341690063,,0.0,0.04243033891509978,0.0,0.0
1484011207_1484201230,4,0.2457206100225449,,-1.0,0.009497605191169305,0.0,0.0
1484012634_1484083409,4,0.4438425898551941,,0.6666666666666666,0.018279436606425083,0.0,0.0
1484010803_1483872450,3,0.1650460958480835,,-1.0,0.2171970130731544,0.17391304347826084,0.0
1484451161_1506176744,4,0.4393398463726044,,0.0,0.11031014404910074,0.25,0.0
1484010513_1483764624,3,0.31033846735954285,,-1.0,0.04221539502672428,0.2,0.0
1484395957_1484744791,4,0.13302120566368106,,-1.0,0.0018678840047793442,0.0,0.0
1484815420_1483818236,4,0.4350488483905792,,0.0,0.061671997058738826,0.0,0.0
1484010793_1484108263,4,0.2200394868850708,,-1.0,0.03493108347543398,0.0,0.0
1581124670_1484049885,4,0.2307626008987427,,-1.0,0.02969406153186518,0.0,0.0
1484034519_1484327982,3,0.4457109570503235,,0.0,0.04504401679643195,0.0,0.0
1484009946_1484067792,2,0.7578798532485962,,1.0,0.2703951564401976,0.29411764705882354,0.0
1484011107_1484352009,2,0.4715138971805573,,0.14285714285714285,0.3021264488016684,0.25,0.0
1483803603_1483802385,1,0.7710659503936768,,-1.0,0.2403822696935131,1.0,0.0
1484455041_1485399037,4,0.2425183206796646,,0.0,0.05540323384560565,0.2222222222222222,0.0
1484038482_1483918010,4,0.38060709834098816,,-1.0,0.002346155849872044,0.0,0.0
1484011103_1484348089,4,0.6397238969802856,,-1.0,0.19775764863033685,0.3333333333333333,0.0
1484698308_1587130797,1,0.4784656167030335,,-1.0,0.5372345134633647,0.3888888888888889,1.0
1484012842_1483880217,2,0.4423747658729553,,-1.0,0.2671080534760943,0.5384615384615384,0.0
1484011708_1484038126,4,0.3125688135623932,,0.0,0.0014467651971222534,0.0,0.0
1484819630_1484277599,4,0.3190634548664093,,0.0,0.024045721094944763,0.08333333333333333,0.0
1484188395_1483958770,4,0.3688051402568817,,0.0,0.01069978953912983,0.0,0.0
1484189425_1484273465,1,0.8116374015808105,,-1.0,0.3360962205914697,0.6666666666666666,0.0
1484039914_1484252230,4,0.2874144017696381,,0.0,0.0,0.0,0.0
1484013692_1483743533,2,0.3495637774467468,,-1.0,0.21856946016371784,0.25,1.0
1484008898_1483929412,4,0.3650675714015961,,0.0,0.04034756123245038,0.0,0.0
1484039935_1483835551,4,0.5081199407577515,,0.0,0.03812337809970153,0.0,0.0
1484037967_1484261803,4,0.43213409185409546,,0.0,0.031367540588780635,0.0,0.0
1484456373_1483950065,3,0.7318149209022522,,0.0,0.2584452590310037,0.4594594594594595,0.0
1484008249_1483798429,4,0.27522197365760803,,-1.0,0.08688873656835218,0.18181818181818185,0.0
1484037374_1484034933,1,0.5035257339477539,,-1.0,0.3775466179787402,0.2727272727272727,0.0
1484010932_1483788229,3,0.4150950014591217,,0.18181818181818185,0.34199094069969105,0.2857142857142857,0.0
1484765381_1543550230,4,0.5205354690551758,,-1.0,0.012886423952865815,0.045454545454545456,0.0
1484765381_1543550230,4,0.5205354690551758,,-1.0,0.012886423952865815,0.045454545454545456,0.0
